|Bank name|Customer name|Issue Type|Review|Review_Lemma|Keyword|Recency|Place|Sentiment|joy|sadness|fear|disgust|anger|Category|Issue type
318|ICICI Bank|RE||so there is no delay receive debit card .Near by location ATM|so there be no delay receive debit card .Near by location ATM|delay| Jul 13, 2019|  hyderabad|-0.598577|0.025064|0.324655|0.052175|0.018553|0.091986|Customer Service| Saving Account
319|ICICI Bank| PR ||When I had an issue to get my new debit card there was no response.|when i have an issue to get my new debit card there be no response .|response| Jul 13, 2019|  chennai|-0.945247|0.276611|0.343286|0.043541|0.023543|0.183075|Customer Service| Saving Account
320|ICICI Bank| PRABHU||but I couldn't connect with them on time, the IVR is not upto the mark and unable to speak to their customer service, they need lots of improvement on their help desk.|but i could n't connect with them on time , the IVR be not upto the mark and unable to speak to their customer service , they nee lot of improvement on their help desk .|time| Jul 12, 2019|  chennai|-0.948664|0.411006|0.366091|0.066681|0.04285|0.086242|Customer Service| Credit Card
321|ICICI Bank| RAMCHANDRA SHAH||and i don't have any concern with that.|and i do n't have any concern with that .|concern| Jul 11, 2019|  pune|-0.846455|0.049502|0.071226|0.38244|0.041312|0.044424|Customer Service| Credit Card
322|ICICI Bank| RAMCHANDRA SHAH||I'm not much satisfied with the call centre response because If we raise any issue, we will get a SMS immediately but further actions are getting delayed.|i 'm not much satisfied with the call centre response because if we raise any issue , we will get a sm immediately but furth action be get delay .|call centre response| Jul 11, 2019|  pune|-0.830257|0.07109|0.414635|0.022631|0.106515|0.246617|Customer Service| Credit Card
324|ICICI Bank|SHAR|| I did not face any issue at the time of document collection .|  i do not face any issue at the time of document collection .|time of document collection| Jul 11, 2019|  noida|-0.635756|0.106628|0.374176|0.077532|0.029306|0.165287|Customer Service| Saving Account
325|ICICI Bank|KUSHAL ||From the customer care informed that wrong commitments for feather credit card my show voucher movie ticket free .|from the customer care inform that wrong commitment for feather credit card my show voucher movie ticket free .|wrong commitment| Jul 18, 2019|  mumbai|-0.53485|0.052724|0.592131|0.052137|0.048817|0.132257|Customer Service| Credit Card
326|ICICI Bank|C|| I have been using ICICI bank credit card from long time, this is my first card, and they have charged me annual fee in this card, but their is waived off option available in this card like if i spend certain amount then my annual fee will get waived off and i am happy with my credit limit they have given me in this card|  i have be use ICICI bank credit card from long time , this be my first card , and they have charge me annual fee in this card , but their be waive off option available in this card like if i spend certain amount then my annual fee will get waive off and i be happy with my credit limit they have give me in this card|long time| Jul 17, 2019|  kolkata|-0.639291|0.137727|0.461631|0.057605|0.022466|0.124393|Customer Service| Credit Card
327|ICICI Bank|M D P||I have contacted the customer care and the response was proper mostly IVR takes longer time for call connectivity which they need to improve.|i have contact the customer care and the response be prop mostly IVR take long time for call connectivity which they nee to improve .|long time| Jul 17, 2019|  pune|-0.738824|0.098314|0.385348|0.048139|0.088138|0.073441|Customer Service| Saving Account
329|ICICI Bank|PRASAD || I have been holding ICICI bank credit card from long time, they have not charged me annual fee as it is life time free credit card, their service is good, they did not charged me any hidden charges, they have given me good credit limit as per my expectation, they use to give good offers.|  i have be hold ICICI bank credit card from long time , they have not charge me annual fee as it be life time free credit card , their service be good , they do not charge me any hide charge , they have give me good credit limit as per my expectation , they use to give good offer .|long time| Jul 17, 2019|  hyderabad|-0.79061|0.127556|0.499711|0.090453|0.01898|0.153222|Customer Service| Credit Card
331|ICICI Bank|KAY|| I have been holding ICICI bank from long time, they have not charged me annual fee as it is life time free credit card, the credit limit which they have given to me was sufficient, they have given me limit as per my expectation, their service is good.|  i have be hold ICICI bank from long time , they have not charge me annual fee as it be life time free credit card , the credit limit which they have give to me be sufficient , they have give me limit as per my expectation , their service be good .|long time| Jul 17, 2019|  hyderabad|-0.368941|0.288435|0.397209|0.124027|0.044241|0.112304|Customer Service| Credit Card
333|ICICI Bank|VEL|| I have been using ICICI bank credit card for a while, and they have not charged any annual fee in this card , it is life time free card|  i have be use ICICI bank credit card for a while , and they have not charge any annual fee in this card , it be life time free card|life time| Jul 16, 2019|  chennai|-0.733602|0.721317|0.238481|0.015101|0.018564|0.017541|Customer Service| Credit Card
334|ICICI Bank|G|| I have taken my personal loan with ICICI bank from long time, the loan amount which they have given to me was sufficient , they have given me as per my requirement, the rate of interest they have charged me was nominal, their service is good, i did not face issue in doing payment.|  i have take my personal loan with ICICI bank from long time , the loan amount which they have give to me be sufficient , they have give me as per my requirement , the rate of interest they have charge me be nominal , their service be good , i do not face issue in do payment .|long time| Jul 16, 2019|  hyderabad|-0.46384|0.046276|0.257444|0.057166|0.05258|0.076544|Customer Service| Personal Loan
335|ICICI Bank||| I have selected ICICI personal loan amount 1.5 lakhs ,Tenure 4 year, EMI Rs 3500, Rate of interest 10.44 percentage , one time processing fee|  i have select ICICI personal loan amount 1.5 lakhs , Tenure 4 year , EMI Rs 3500 , Rate of interest 10.44 percentage , one time processing fee|time| Jul 14, 2019|  bangalore|-0.604921|0.135634|0.365677|0.050365|0.10048|0.151828|Customer Service| Personal Loan
336|ICICI Bank|BHUVI||I won't do much transaction.|i wo n't do much transaction .|much transaction| Jul 13, 2019|  chennai|-0.959776|0.067336|0.063709|0.014268|0.0399|0.18965|Customer Service| Saving Account
337|ICICI Bank|ANONYMS||I haven't made much transaction from this card.|i have n't make much transaction from this card .|much transaction| Jul 12, 2019|  mumbai|-0.755811|0.041273|0.116739|0.021363|0.016766|0.216141|Customer Service| Credit Card
338|ICICI Bank| ARUMUGAM||More than 2 years, i hold a ICICI credit card and not even a single time, they haven't enhanced the limit.|More than 2 year , i hold a ICICI credit card and not even a single time , they have n't enhance the limit .|single time| Jul 12, 2019|  bangalore|-0.942348|0.103916|0.564694|0.075792|0.015285|0.093403|Customer Service| Credit Card
339|ICICI Bank| ARUMUGAM||I use this point in Amazon website and there is no expire for my payback points.|i use this point in Amazon website and there be no expire for my payback point .|point| Jul 12, 2019|  bangalore|-0.83999|0.134612|0.255455|0.040678|0.060109|0.175475|Customer Service| Credit Card
340|ICICI Bank|R||The customer support is not upto the mark so need to improve the service.|the customer support be not upto the mark so nee to improve the service .|customer support| Jul 19, 2019|  bangalore|-0.935613|0.188263|0.241209|0.01245|0.099396|0.042077|Customer Service| Saving Account
341|ICICI Bank|MAHIPAL || I have postponed the plan to take the car after six months of time, at the time of ICICI car loan inquiry the bank gave me proper response , they called me and confirmed my requirement.|  i have postpone the plan to take the car after six month of time , at the time of ICICI car loan inquiry the bank give me prop response , they call me and confirm my requirement .|month of time| Jul 19, 2019|  hyderabad|-0.459342|0.117824|0.294009|0.179514|0.046934|0.187369|Customer Service| Car Loan
343|ICICI Bank| CHINTHAMANI||since i don't get much offer on ICICI, I'm not utilizing it benefits.|since i do n't get much offer on ICICI , i 'm not utilize it benefit .|much offer| Jul 16, 2019|  coimbatore|-0.808804|0.105162|0.302603|0.042004|0.093453|0.109441|Customer Service| Credit Card
344|ICICI Bank| SHIVANNA||If the payment got delayed, we need to pay two charges which is cheque bounce charges other than that Rs.|if the payment get delay , we nee to pay two charge which be cheque bounce charge oth than that Rs .|delay| Jul 16, 2019|  bangalore|-0.869464|0.014556|0.377862|0.037567|0.053517|0.144967|Customer Service| Personal Loan
345|ICICI Bank|BISWAS|| I have been holding ICICI bank credit card from long time,they have not charged me annual fee as it is life time free credit card, the credit limit which they have given to me was sufficient they use to give good offers in on line shoppings, so far i did not face any issue.|  i have be hold ICICI bank credit card from long time , they have not charge me annual fee as it be life time free credit card , the credit limit which they have give to me be sufficient they use to give good offer in on line shopping , so far i do not face any issue .|long time| Jul 16, 2019|  kolkata|-0.868236|0.127556|0.499711|0.090453|0.01898|0.153222|Customer Service| Credit Card
347|ICICI Bank|GUHA || I have been holding personal loan with ICICI bank from long time,|  i have be hold personal loan with ICICI bank from long time ,|long time| Jul 16, 2019|  kolkata|-0.470352|0.046019|0.268053|0.058509|0.042288|0.08558|Customer Service| Personal Loan
348|ICICI Bank|GAR||It is a life time free credit card and the credit limit is low of 42 thousands only.|it be a life time free credit card and the credit limit be low of 42 thousand only .|life time| Jul 15, 2019|  mumbai|-0.525958|0.08834|0.608286|0.089844|0.202989|0.155892|Customer Service| Credit Card
349|ICICI Bank|SA||i have not faced any kind of issue with icici bank..|i have not face any kind of issue with icici bank ..|kind of issue| Jul 20, 2019|  hyderabad|-0.785125|0.168059|0.374953|0.067327|0.041073|0.200854|Customer Service| Credit Card
350|ICICI Bank|MAHENDER BALI||and i have got the credit card on time without any delay.|and i have get the credit card on time without any delay .|delay| Jul 20, 2019|  hyderabad|-0.655764|0.069975|0.346666|0.075306|0.030405|0.174232|Customer Service| Credit Card
352|ICICI Bank|KONDI||The response part need improvement because whenever I have an issue they won̢??t resolve it one time, it should be responsive.|the response part nee improvement because whenever i have an issue they won̢??t resolve it one time , it should be responsive .|response part| Jul 20, 2019|  hyderabad|-0.684995|0.539467|0.065982|0.01167|0.012969|0.32006|Customer Service| Credit Card
353|ICICI Bank|SHRIKANT ||and I'm not getting any hard copy.|and i 'm not get any hard copy .|hard copy| Jul 25, 2019|  vadodara|-0.798094|0.046441|0.674622|0.142972|0.019015|0.093685|Customer Service| Credit Card
354|ICICI Bank|RAJ|| Took my personal loan from ICICI 6 months back because I'm in a need of emergency.|  take my personal loan from ICICI 6 month back because i 'm in a need of emergency .|need of emergency| Jul 25, 2019|  chennai|-0.632335|0.027016|0.231473|0.162383|0.060546|0.090291|Customer Service| Personal Loan
355|ICICI Bank|KR|| ICICI BANK offered me a first credit card, its coral card which is not life time free.|  ICICI BANK offer me a first credit card , its coral card which be not life time free .|life time| Jul 24, 2019|  new delhi|-0.711506|0.086959|0.21396|0.070264|0.033165|0.12759|Customer Service| Credit Card
356|ICICI Bank|KUMAR ||it was based on the requirement, but they have charged me too high rate of interest , even their customer care response was not good, they do not bothered if i had any issue.|it be base on the requirement , but they have charge me too high rate of interest , even their customer care response be not good , they do not bother if i have any issue .|customer care response| Jul 03, 2019|  kolkata|-0.944246|0.231196|0.518601|0.043702|0.145744|0.139254|Customer Service| Personal Loan
357|ICICI Bank|A|| I have been applied for ICICI bank credit card from long time, Their service is not up to the mark, i do not check they have charged me annual fee or|  i have be apply for ICICI bank credit card from long time , their service be not up to the mark , i do not check they have charge me annual fee or|long time| Jul 03, 2019|  chennai|-0.92841|0.111687|0.45522|0.064877|0.013571|0.08045|Customer Service| Credit Card
358|ICICI Bank|A||not , i just pay the due amount, they have given me very less limit, they have given me just 20,000 it is not up to the mark.|not , i just pay the due amount , they have give me very less limit , they have give me just 20,000 it be not up to the mark .|less limit| Jul 03, 2019|  chennai|-0.936366|0.150728|0.402806|0.158616|0.084353|0.28077|Customer Service| Credit Card
359|ICICI Bank| BAINS||i will receive rewards points and cash back offers .I use to call to customer care but to difficult connect.|i will receive reward point and cash back offer .I use to call to customer care but to difficult connect .|difficult connect| Jul 03, 2019|  pune|-0.840666|0.071703|0.807176|0.077907|0.018798|0.066098|Customer Service| Credit Card
360|ICICI Bank|VENKATESH||Two times, they have put over limited charges with the interest rates when i exceeds my limit.|two time , they have put over limited charge with the interest rate when i exceed my limit .|time| Jul 03, 2019|  chennai|-0.613907|0.306548|0.331157|0.102808|0.055172|0.094631|Customer Service| Credit Card
361|ICICI Bank|SRINIVAS M||Hence they rejected my application even my response is not upto the mark.|hence they reject my application even my response be not upto the mark .|response| Jul 02, 2019|  bangalore|-0.939783|0.023826|0.645031|0.029506|0.185351|0.154971|Customer Service| Home Loan
362|ICICI Bank|SRINIVAS M||As per current scenario they are providing the loan only for NRI people and they are not supporting for the middle class people.|as per current scenario they be provide the loan only for NRI people and they be not support for the middle clas people .|current scenario| Jul 02, 2019|  bangalore|-0.832437|0.014783|0.085797|0.046914|0.170789|0.144804|Customer Service| Home Loan
363|ICICI Bank|R||There is no much benefits|there be no much benefit|much benefit| Jul 24, 2019|  pune|-0.660445|0.174219|0.151545|0.093654|0.072945|0.08686|Customer Service| Credit Card
364|ICICI Bank|SI||no needs maintain minimum balance past 16 years ago using saving account ,while documents submitted through executive so there is no delay while receive debit card .|no need maintain minimum balance past 16 year ago use save account , while document submit through executive so there be no delay while receive debit card .|delay| Jul 24, 2019|  new delhi|-0.780226|0.077277|0.175589|0.009592|0.012885|0.09176|Customer Service| Saving Account
366|ICICI Bank|TH||No need maintain zero balance, ATM is very less,using through net banking .Mobile application is user friendly.|no need maintain zero balance , ATM be very less , use through net banking .Mobile application be user friendly .|need| Jul 24, 2019|  coimbatore|-0.866791|0.084728|0.260898|0.208795|0.025515|0.228278|Customer Service| Saving Account
367|ICICI Bank|BABUSONA ||I have not required any kind of customer service.|i have not require any kind of customer service .|kind of customer service| Jul 24, 2019|  kolkata|-0.597589|0.218391|0.128848|0.00963|0.102627|0.189025|Customer Service| Saving Account
368|ICICI Bank|LAXMAN ||I have received the credit card on time without delay ,There are cash back offers and reward points bit not used .|i have receive the credit card on time without delay , there be cash back offer and reward point bit not use .|reward point bit| Jul 23, 2019|  new delhi|-0.840872|0.133686|0.198976|0.034218|0.082997|0.115522|Customer Service| Credit Card
371|ICICI Bank|VG||its good but the only thing is that they are not increasing the limit.|its good but the only thing be that they be not increase the limit .|only thing| Jul 23, 2019|  bangalore|-0.762775|0.288645|0.22309|0.177641|0.046587|0.216023|Customer Service| Credit Card
372|ICICI Bank|SHRIVASTAVA|| The card has the lesser credit limit and i got no hike with the credit limit from the credit card, it is a life time free card to use.|  the card have the less credit limit and i get no hike with the credit limit from the credit card , it be a life time free card to use .|life time| Jul 23, 2019|  gurgaon|-0.768329|0.70499|0.183342|0.01463|0.044927|0.038049|Customer Service| Credit Card
373|ICICI Bank|DHANA SEKAR||I felt, they are continuously calling the customer for payments without understanding the customer concern though it was explained to them.|i feel , they be continuously call the customer for payment without understand the customer concern though it be explain to them .|customer concern| Jul 23, 2019|  chennai|-0.946652|0.059429|0.150147|0.223262|0.097715|0.083309|Customer Service| Credit Card
374|ICICI Bank|DHANA SEKAR||Even I had good credit score, they haven't enhanced my limit since am holding a salary account and done lot of transactions where Standard Chartered Bank given me 75K with the same profile.|even i have good credit score , they have n't enhance my limit since be hold a salary account and do lot of transaction where Standard Chartered Bank give me 75 K with the same profile .|lot of transaction| Jul 23, 2019|  chennai|-0.71085|0.054594|0.358614|0.019398|0.025729|0.14962|Customer Service| Credit Card
375|ICICI Bank|POTU|| ICICI bank charged me Rs.1000 late payment fee for 10,000 out standing due to my personal reason I forgot the due date.|  ICICI bank charge me rs.1000 late payment fee for 10,000 out stand due to my personal reason i forget the due date .|personal reason| Jul 23, 2019|  hyderabad|-0.835312|0.012835|0.331532|0.095903|0.086081|0.165669|Customer Service| Credit Card
377|ICICI Bank|TRI||"They had not taken any sort of additonal charges so far for any of the trasnactions which i have been making.
 
 "|"they have not take any sort of additonal charge so far for any of the trasnaction which i have be make . 
 
 "|make| Jul 19, 2019|  pune|-0.744344|0.103315|0.222021|0.037497|0.440297|0.267992|Customer Service| Saving Account
378|ICICI Bank||| I have selected ICICI bank credit card past 4 years no sufficient limit provide from banker end .|  i have select ICICI bank credit card past 4 year no sufficient limit provide from banker end .|sufficient limit| Jul 19, 2019|  chennai|-0.787729|0.12203|0.473284|0.064809|0.026612|0.091687|Customer Service| Credit Card
379|ICICI Bank|RA||" 
 Service were up to the mark no issue face till date ."|" 
  Service be up to the mark no issue face till date ."|issue face| Jul 04, 2019|  nagpur|-0.555746|0.13081|0.140382|0.01285|0.132632|0.065296|Customer Service| Credit Card
380|ICICI Bank|Y|| I have been holding my credit card with ICICI bank from long time, they have charged me annual fee but no waived off option available, i need to pay compulsory annual fee.|  i have be hold my credit card with ICICI bank from long time , they have charge me annual fee but no waive off option available , i nee to pay compulsory annual fee .|long time| Jul 04, 2019|  mumbai|-0.844632|0.127556|0.499711|0.090453|0.01898|0.153222|Customer Service| Credit Card
381|ICICI Bank|K K S|| I have been holding ICICI bank credit card from long time, they have not charged me annual fee as it is life time free credit card, the credit limit which they have given to me was good, but their service is not up to the mark, i am going to close all my account with this bank soon.|  i have be hold ICICI bank credit card from long time , they have not charge me annual fee as it be life time free credit card , the credit limit which they have give to me be good , but their service be not up to the mark , i be go to close all my account with this bank soon .|long time| Jul 03, 2019|  kolkata|-0.723774|0.127556|0.499711|0.090453|0.01898|0.153222|Customer Service| Credit Card
383|ICICI Bank|AV|| Best advance of having PPF account, as per our saving it help to take the loan , we don't have extra burden.|  good advance of have PPF account , as per our saving it help to take the loan , we do n't have extra burden .|good advance| Jul 05, 2019|  hyderabad|-0.794885|0.491328|0.132361|0.022578|0.0104|0.006623|Customer Service| Other Loan
384|ICICI Bank|RAJ LAKSHMI||After which got no response from them to inform me that the loan is not processed and the reason for declining the loan.|after which get no response from them to inform me that the loan be not process and the reason for decline the loan .|response| Jul 05, 2019|  ghaziabad|-0.891708|0.025252|0.155675|0.033418|0.04305|0.080708|Customer Service| Home Loan
387|ICICI Bank|NIKETAN||and i have not proceeded for the loan also the customer support not contacted.|and i have not proceed for the loan also the customer support not contact .|customer support| Jul 05, 2019|  new delhi|-0.924736|0.032966|0.103971|0.035307|0.055973|0.035194|Customer Service| Car Loan
388|ICICI Bank|PRASAD || I am not happy with ICICI credit card, they gave me lower limit and the customer support is not upto the mark.|  i be not happy with ICICI credit card , they give me low limit and the customer support be not upto the mark .|customer support| Jul 05, 2019|  bangalore|-0.959472|0.035794|0.392081|0.071054|0.514923|0.134629|Customer Service| Credit Card
389|ICICI Bank|ANONYMS||On a day of receiving the money that particular day interest will be calculated on my loan amount which is a fixed one.|on a day of receive the money that particular day interest will be calculate on my loan amount which be a fix one .|particular day interest| Jul 06, 2019|  bangalore|-0.503067|0.117631|0.146502|0.009684|0.077591|0.039426|Customer Service| Personal Loan
390|ICICI Bank|BHARDWAJ||Though I am a existing customer the bank has not been flexible.|though i be a exist customer the bank have not be flexible .|exist customer| Jul 05, 2019|  new delhi|-0.603318|0.176759|0.154734|0.095836|0.093189|0.13834|Customer Service| Credit Card
391|ICICI Bank|G K CHAUDHARY|| I have been holding ICICI bank credit card from long time, they have charged me annual fee as it is life time free credit card, i got this card without giving any documents, i got through card on card, the credit limit which they have given me was sufficient.|  i have be hold ICICI bank credit card from long time , they have charge me annual fee as it be life time free credit card , i get this card without give any document , i get through card on card , the credit limit which they have give me be sufficient .|long time| Jul 07, 2019|  new delhi|-0.558572|0.127556|0.499711|0.090453|0.01898|0.153222|Customer Service| Credit Card
393|ICICI Bank|S|| I have been holding ICICI bank credit card from long time, they have not charged me annual fee as it is life time free credit card, the credit limit which they have given to me was good, they have given me limit as per my requirement, their mobile application is good, they use to notify on sms and in mobile application is check all offers, so far i did not face any issue.|  i have be hold ICICI bank credit card from long time , they have not charge me annual fee as it be life time free credit card , the credit limit which they have give to me be good , they have give me limit as per my requirement , their mobile application be good , they use to notify on sm and in mobile application be check all offer , so far i do not face any issue .|long time| Jul 07, 2019|  nellore|-0.538695|0.127556|0.499711|0.090453|0.01898|0.153222|Customer Service| Credit Card
395|ICICI Bank|TULENDRA|| I have recently applied for housing loan with ICICI bank, their service is good, the reason for closing the application was that i drop the plan now|  i have recently apply for housing loan with ICICI bank , their service be good , the reason for close the application be that i drop the plan now|reason| Jul 06, 2019|  mumbai|-0.585398|0.034199|0.563516|0.05363|0.048176|0.132722|Customer Service| Home Loan
396|ICICI Bank|BADRI||"I had been using the account on a regular basis and never had faced any sort of trouble.
 "|"i have be use the account on a regular basi and never have face any sort of trouble . 
 "|sort of trouble| Jul 08, 2019|  hyderabad|-0.877266|0.02465|0.378148|0.085268|0.084872|0.139604|Customer Service| Saving Account
397|ICICI Bank|SE||"I use the account on a regular basis without facing any sort of hassles.
 "|"i use the account on a regular basi without face any sort of hassle . 
 "|sort of hassle| Jul 08, 2019|  hyderabad|-0.565616|0.067913|0.226584|0.037638|0.082228|0.089543|Customer Service| Saving Account
398|ICICI Bank|KUMAR ||There is no annul fee at the time of getting the card and customer service is up to the mark .|there be no annul fee at the time of get the card and customer service be up to the mark .|time| Jul 08, 2019|  hyderabad|-0.541507|0.235259|0.249179|0.057673|0.069394|0.137217|Customer Service| Credit Card
399|ICICI Bank|GA|| I have selected ICICI home loan 40 lakhs , EMI Rs39,000 Rate of interested 9 percentage and one time processing fee ,while documents executive he given clear information about loan application so there is no delay receive loan amount.|  i have select ICICI home loan 40 lakhs , EMI Rs39,000 Rate of interested 9 percentage and one time processing fee , while document executive he give clear information about loan application so there be no delay receive loan amount .|clear information| Jul 08, 2019|  gurgaon|-0.678352|0.032419|0.050826|0.007759|0.060154|0.065126|Customer Service| Home Loan
402|ICICI Bank|D||" 
 There are no delays when it comes to response time"|" 
  there be no delay when it come to response time"|response time| Jul 08, 2019|  bangalore|-0.783497|0.392259|0.275205|0.046227|0.079971|0.138796|Customer Service| Credit Card
404|ICICI Bank|SHIVA KASANA || I have been holding ICICI bank credit card from long time, they have not charged me any annual fee as it is life time free credit card, the credit limit which they have given me was very less, they have given me up to 18,000 which was very much less, it has been six months|  i have be hold ICICI bank credit card from long time , they have not charge me any annual fee as it be life time free credit card , the credit limit which they have give me be very less , they have give me up to 18,000 which be very much less , it have be six month|long time| Jul 08, 2019|  new delhi|-0.925802|0.127556|0.499711|0.090453|0.01898|0.153222|Customer Service| Credit Card
406|ICICI Bank|VISHNOI||It does not have any annual charges and i use this card for most of my purchases where there has not been much benefits with this card or offers which they had provided.|it do not have any annual charge and i use this card for most of my purchase where there have not be much benefit with this card or offer which they have provide .|much benefit| Jul 07, 2019|  bangalore|-0.50703|0.074136|0.117688|0.008722|0.032186|0.04596|Customer Service| Credit Card
407|ICICI Bank|MNIK H S R||In all no issues faced.|in all no issue face .|issue face| Jul 10, 2019|  hyderabad|-0.564274|0.174219|0.151545|0.093654|0.072945|0.08686|Customer Service| Car Loan
408|ICICI Bank|SANKPAL||it has the lesser limit which is not satisfactory.|it have the less limit which be not satisfactory .|less limit| Jul 09, 2019|  mumbai|-0.577866|0.113753|0.425759|0.20756|0.080982|0.197537|Customer Service| Credit Card
409|ICICI Bank|DASARATHI|| I have been holding ICICI bank credit card from past four years, their service is good, they have not charged me any charges, they have not charged me annual fee as it is life time free credit card, the credit limit which they have given to me was good.|  i have be hold ICICI bank credit card from past four year , their service be good , they have not charge me any charge , they have not charge me annual fee as it be life time free credit card , the credit limit which they have give to me be good .|life time| Jul 09, 2019|  chennai|-0.843009|0.370682|0.358052|0.026757|0.102426|0.09469|Customer Service| Saving Account
410|ICICI Bank|PRABHU|| I have been using the credit card with ICICI BANK where the card has the good credit limit and it is a life time free card with no annual charges.|  i have be use the credit card with ICICI BANK where the card have the good credit limit and it be a life time free card with no annual charge .|life time| Jul 09, 2019|  chennai|-0.534231|0.400686|0.35238|0.034406|0.008772|0.114463|Customer Service| Credit Card
411|ICICI Bank|KANDHADAI || I have been holding ICICI bank credit card from long time, they have not charged me annual fee as it is life time free credit card, the credit limit which they have given to me was good|  i have be hold ICICI bank credit card from long time , they have not charge me annual fee as it be life time free credit card , the credit limit which they have give to me be good|long time| Jul 09, 2019|  chennai|-0.6915|0.127556|0.499711|0.090453|0.01898|0.153222|Customer Service| Credit Card
413|ICICI Bank|NITIN||i have not got clear information from customer service.|i have not get clear information from customer service .|clear information| Jul 09, 2019|  greater noida|-0.694795|0.092004|0.097037|0.015678|0.064382|0.072871|Customer Service| Home Loan
414|ICICI Bank|JINUKALA||"it is not life time free . 
 "|"it be not life time free . 
 "|life time| Jul 09, 2019|  hyderabad|-0.610769|0.174219|0.151545|0.093654|0.072945|0.08686|Customer Service| Credit Card
415|ICICI Bank|SHANKAR|| I have been holding my savings and salary account with ICICI bank from more than 10 years, their branch service and customer care service is good, they have not charged me any hidden charges so far , the net banking is good, i use to easy transactions.|  i have be hold my saving and salary account with ICICI bank from more than 10 year , their branch service and customer care service be good , they have not charge me any hide charge so far , the net banking be good , i use to easy transaction .|easy transaction| Jul 08, 2019|  bangalore|-0.449437|0.2493|0.030477|0.009003|0.017819|0.087942|Customer Service| Saving Account
416|ICICI Bank|User|| I have been holding ICICI bank credit card for long time, they have charged me annual fee in this card but waived off option is available, the credit limit which they have given to me was good, so far i did not face any issue, their mobile application is user friendly.|  i have be hold ICICI bank credit card for long time , they have charge me annual fee in this card but waive off option be available , the credit limit which they have give to me be good , so far i do not face any issue , their mobile application be user friendly .|long time| Jul 08, 2019|  bangalore|-0.707337|0.127556|0.499711|0.090453|0.01898|0.153222|Customer Service| Credit Card
417|ICICI Bank|VINO||I have not faced any difficulties so far on using tis account ,Each and every transaction will be monitored and can track the details through message and email.|i have not face any difficulty so far on use tis account , each and every transaction will be monitor and can track the detail through message and email .|use tis account| Jul 08, 2019|  mumbai|-0.3823|0.055738|0.316201|0.037756|0.073094|0.168934|Customer Service| Saving Account
418|ICICI Bank|NAVEEN|| I have been holding the credit card with ICICI BANK which is a MAKE MY TRIP card so there are discounts with the international travel.|  i have be hold the credit card with ICICI BANK which be a MAKE MY TRIP card so there be discount with the international travel .|MAKE| Jul 08, 2019|  bangalore|-0.673792|0.277601|0.234828|0.049691|0.004486|0.1675|Customer Service| Credit Card
419|ICICI Bank|TANWAR||But the customer service is not upto the mark whenever I approach the bank for any queries they are not responding to my concern.|but the customer service be not upto the mark whenever i approach the bank for any query they be not respond to my concern .|concern| Jul 27, 2019|  jaipur|-0.975373|0.09601|0.19849|0.201895|0.037749|0.166089|Customer Service| Saving Account
420|ICICI Bank|SHANKAR || I have been holding ICICI bank credit card from long time, they have not charged me annual fee in this card as it is life time free credit card, the credit limit which they have given to me was good, they use to give good offers in shoppings,movie tickets etc.|  i have be hold ICICI bank credit card from long time , they have not charge me annual fee in this card as it be life time free credit card , the credit limit which they have give to me be good , they use to give good offer in shopping , movie ticket etc .|long time| Jul 10, 2019|  mumbai|-0.281841|0.127556|0.499711|0.090453|0.01898|0.153222|Customer Service| Credit Card
422|ICICI Bank|TIWARI|| I am holding my salary and savings account with ICICI bank from past nine years , their customer care service is good, they use to response me well, so far i did not face any issue from them|  i be hold my salary and saving account with ICICI bank from past nine year , their customer care service be good , they use to response me well , so far i do not face any issue from them|response| Jul 10, 2019|  mumbai|-0.606308|0.337195|0.098626|0.024221|0.073269|0.077279|Customer Service| Saving Account
423|ICICI Bank|VEER ||Always i̢??m getting payback point in ICICI which is one of the best thing.|always i̢??m get payback point in ICICI which be one of the good thing .|good thing| Jul 10, 2019|  ajmer|-0.358961|0.591892|0.145374|0.069595|0.050435|0.122779|Customer Service| Credit Card
424|ICICI Bank|P|| I have been holding ICICI bank credit card from long time,they have not charged me any annual fee as it is life time free credit card, the credit limit they have charged me up to 15,000 but was less but was okay for me as i did not required for me ,now i thinking to increase my limit.|  i have be hold ICICI bank credit card from long time , they have not charge me any annual fee as it be life time free credit card , the credit limit they have charge me up to 15,000 but be less but be okay for me as i do not require for me , now i think to increase my limit .|long time| Jul 10, 2019|  surat|-0.905752|0.127556|0.499711|0.090453|0.01898|0.153222|Customer Service| Credit Card
426|ICICI Bank|S|| I have been holding ICICI bank from past five years, i have been holding my savings and salary account with them, their branch service and customer care service is good, they use to response me well, their i- mobile application is user friendly so far i did not face any issue.|  i have be hold ICICI bank from past five year , i have be hold my saving and salary account with them , their branch service and customer care service be good , they use to response me well , their i- mobile application be user friendly so far i do not face any issue .|response| Jul 10, 2019|  surat|-0.460838|0.337195|0.098626|0.024221|0.073269|0.077279|Customer Service| Saving Account
427|ICICI Bank|RA||loan,.Its is life time credit card, while transaction rewards point and cash offer , movie ticket per month 1 month per months,While documents submitted through executive there is no delay receive credit card.|loan,.Its be life time credit card , while transaction reward point and cash offer , movie ticket per month 1 month per month , while document submit through executive there be no delay receive credit card .|delay| Jul 29, 2019|  hyderabad|-0.761129|0.051947|0.187863|0.026405|0.008078|0.105836|Customer Service| Credit Card
